title;url;price;price_drop;image_url;category;gender
Marni;https://www.matchesfashion.com/products/Marni-Fussbett-leather-sandals-1454099;590;;assetsprx.matchesfashion.com/img/1454099/1/285.jpg;Flats;women
LOEWE;https://www.matchesfashion.com/products/LOEWE-Blaze-bi-colour-leather-ballet-flats-1537044;650;;assetsprx.matchesfashion.com/img/1537044/1/285.jpg;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-X-Crocs-rubber-platform-clogs-1552480;510;;assetsprx.matchesfashion.com/img/1552480/1/285.jpg;Flats;women
Dragon Diffusion;https://www.matchesfashion.com/products/Dragon-Diffusion-Positano-leather-sandals-1532341;170;;assetsprx.matchesfashion.com/img/1532341/1/285.jpg;Flats;women
Isabel Marant;https://www.matchesfashion.com/products/Isabel-Marant-Jane-studded-leather-sandals-1527305;495;;assetsprx.matchesfashion.com/img/1527305/1/285.jpg;Flats;women
Dragon Diffusion;https://www.matchesfashion.com/products/Dragon-Diffusion-Big-Ring-leather-slides-1532344;170;;assetsprx.matchesfashion.com/img/1532344/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Princetown-leather-backless-loafers-1246575;635;;assetsprx.matchesfashion.com/img/1246575/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Celia-ankle-tie-leather-sandals-1536891;170;;assetsprx.matchesfashion.com/img/1536891/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Princetown-leather-backless-loafers-1246577;635;;assetsprx.matchesfashion.com/img/1246577/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Smirni-beaded-leather-sandals-1523186;250;;assetsprx.matchesfashion.com/img/1523186/1/285.jpg;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Toe-post-leather-sandals-1535350;610;;assetsprx.matchesfashion.com/img/1535350/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Tribute-metallic-leather-sandals-1520743;630;;assetsprx.matchesfashion.com/img/1520743/1/285.jpg;Flats;women
Tod's;https://www.matchesfashion.com/products/Tod%27s-Gommino-metallic-leather-loafers-1536260;510;;assetsprx.matchesfashion.com/img/1536260/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Fantasia-crystal-embellished-leather-sandals-1523181;175;;assetsprx.matchesfashion.com/img/1523181/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Smirni-beaded-anklet-leather-sandals-1523187;250;;assetsprx.matchesfashion.com/img/1523187/1/285.jpg;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-X-Crocs-rubber-slides-1497559;460;;assetsprx.matchesfashion.com/img/1497559/1/285.jpg;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Arizona-metallic-leather-sandals-1489566;90;;assetsprx.matchesfashion.com/img/1489566/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Tribute-leather-sandals-1537206;595;;assetsprx.matchesfashion.com/img/1537206/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Iris-leather-flatform-sandals-1512800;170;;assetsprx.matchesfashion.com/img/1512800/1/285.jpg;Flats;women
Alexander McQueen;https://www.matchesfashion.com/products/Alexander-McQueen-Wander-chunky-sole-leather-loafers-1567953;620;;assetsprx.matchesfashion.com/img/1567953/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Coco-studded-leather-sandals-1523174;220;;assetsprx.matchesfashion.com/img/1523174/1/285.jpg;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Arizona-leather-sandals-1466814;80;;assetsprx.matchesfashion.com/img/1466814/1/285.jpg;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-City-leather-flip-flops-1526622;860;;assetsprx.matchesfashion.com/img/1526622/1/285.jpg;Flats;women
LOEWE;https://www.matchesfashion.com/products/LOEWE-Blaze-bi-colour-leather-penny-loafers-1537043;795;;;Flats;women
Christian Louboutin;https://www.matchesfashion.com/products/Christian-Louboutin-CL-Moc-Lug-logo-plaque-leather-loafers-1495280;780;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Dive-cross-over-strap-satin-sandals--1537217;600;;;Flats;women
Christian Louboutin;https://www.matchesfashion.com/products/Christian-Louboutin-Lock-shearling-and-leather-sandals-1452231;775;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Blondie-GG-canvas-sandals--1548939;550;;;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Buckled-leather-flat-sandals-1555563;990;;;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Zermatt-shearling-lined-suede-slippers--1539235;160;;;Flats;women
Roger Vivier;https://www.matchesfashion.com/products/Roger-Vivier-Viv-Rangers-25-patent-leather-loafers-1538562;798;;;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Madame-patent-leather-loafers-1500790;860;;;Flats;women
UGG;https://www.matchesfashion.com/products/UGG-Classic-Ultra-Mini-suede-boots-1538298;145;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-X-Lucy-Williams-leather-flatform-flip-flops-1536892;225;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Petite-GG-leather-ballet-flats-1548987;635;;;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Cagole-studded-leather-sandals-1499575;550;;assetsprx.matchesfashion.com/img/1499575/1/285.jpg;Flats;women
Jimmy Choo;https://www.matchesfashion.com/products/Jimmy-Choo-Amari-pearl-embellished-leather-sandals-1534132;650;;assetsprx.matchesfashion.com/img/1534132/1/285.jpg;Flats;women
Birkenstock 1774;https://www.matchesfashion.com/products/Birkenstock-1774-Arizona-leather-sandals-1525508;342;;assetsprx.matchesfashion.com/img/1525508/1/285.jpg;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Logo-print-rubber-slides-1497554;310;;assetsprx.matchesfashion.com/img/1497554/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Le-Loafer-logo-plaque-leather-loafers-1434104;645;;assetsprx.matchesfashion.com/img/1434104/1/285.jpg;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Arizona-leather-sandals-1539244;90;;assetsprx.matchesfashion.com/img/1539244/1/285.jpg;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-X-Crocs-rubber-slides-1497558;460;;assetsprx.matchesfashion.com/img/1497558/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Cassandra-leather-slingback-sandals-1547850;710;;assetsprx.matchesfashion.com/img/1547850/1/285.jpg;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Padded-Intrecciato-leather-sandals-1497320;710;;assetsprx.matchesfashion.com/img/1497320/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Jordaan-Horsebit-leather-loafers-1246568;675;;assetsprx.matchesfashion.com/img/1246568/1/285.jpg;Flats;women
Malone Souliers;https://www.matchesfashion.com/products/Malone-Souliers-Ulla-10-point-toe-leather-Mary-Jane-flats-1536240;475;;assetsprx.matchesfashion.com/img/1536240/1/285.jpg;Flats;women
Rene Caovilla;https://www.matchesfashion.com/products/Rene-Caovilla-Snake-embellished-leather-loafers-1537230;850;;assetsprx.matchesfashion.com/img/1537230/1/285.jpg;Flats;women
Christian Louboutin;https://www.matchesfashion.com/products/Christian-Louboutin-Mamadrague-leather-ballet-flats-1533239;635;;;Flats;women
Tod's;https://www.matchesfashion.com/products/Tod%27s-Buckle-embellished-leather-loafers--1536256;690;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Eleftheria-braided-leather-flat-sandals-1487296;165;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Latria-buckled-leather-sandals-1512788;170;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-Marmont-T-bar-leather-sandals-1286193;475;;;Flats;women
Miu Miu;https://www.matchesfashion.com/products/Miu-Miu-Logo-coin-metallic-leather-penny-loafers-1511931;800;;;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Logo-embossed-rubber-slides-1497555;310;;;Flats;women
Malone Souliers;https://www.matchesfashion.com/products/Malone-Souliers-Norah-raffia-flat-sandals-1523171;495;;;Flats;women
Dragon Diffusion;https://www.matchesfashion.com/products/Dragon-Diffusion-Maretano-leather-flat-sandals-1532339;180;;;Flats;women
Jimmy Choo;https://www.matchesfashion.com/products/Jimmy-Choo-Elme-leather-ballet-flats-1534184;575;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Tribute-leather-sandals-1481205;595;;;Flats;women
Studio Nicholson;https://www.matchesfashion.com/products/Studio-Nicholson-Ty-backless-leather-loafer--1539386;325;;;Flats;women
Emme Parsons;https://www.matchesfashion.com/products/Emme-Parsons-Susan-Tread-Nappa-leather-sandals-1531107;365;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Sfyra-ring-embellished-leather-sandals-1536886;190;;;Flats;women
Birkenstock 1774;https://www.matchesfashion.com/products/Birkenstock-1774-Florida-suede-sandals-1525506;320;;;Flats;women
LOEWE;https://www.matchesfashion.com/products/LOEWE-Comfort-Anagram-buckle-35-leather-sandals-1524892;695;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Blondie-leather-sandals-1532734;550;;;Flats;women
Bougeotte;https://www.matchesfashion.com/products/Bougeotte-Fl%C3%A2neur-leather-loafers-1542216;550;;;Flats;women
Alexander McQueen;https://www.matchesfashion.com/products/Alexander-McQueen-Punk-5-metal-toecap-leather-mules-1520686;690;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Cassandra-patent-leather-sandals-1533110;720;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Nadeline-GG-logo-leather-flat-sandals-1496397;475;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Logo-embroidered-canvas-espadrilles-1481218;500;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Kika-GG-buckle-Web-stripe-leather-sandals-1523922;480;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-YSL-plaque-leather-penny-loafers-1504653;695;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-cutout-monogram-leather-slides-1496371;475;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Keith-leather-flat-sandals-1520602;600;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Princetown-Horsebit-GG-canvas-backless-loafers-1469318;585;;;Flats;women
Hereu;https://www.matchesfashion.com/products/HEREU-Alber-Sport-leather-T-strap-loafers-1460033;299;;;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Tourist-velcro-sandals-1497564;625;;;Flats;women
Le Monde Béryl;https://www.matchesfashion.com/products/Le-Monde-B%C3%A9ryl-Suede-Mary-Jane-ballet-flats-1550076;395;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Brixton-collapsible-heel-leather-loafers-1496681;675;;;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Logo-embossed-rubber-slides-1478949;310;;;Flats;women
Brunello Cucinelli;https://www.matchesfashion.com/products/Brunello-Cucinelli-Monili-trim-leather-loafers-1538322;750;;;Flats;women
Hereu;https://www.matchesfashion.com/products/HEREU-Juliol-leather-loafers-1548533;370;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Aristea-wraparound-strap-flatform-sandals-1512801;200;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Princetown-backless-leather-loafers-1548995;635;;;Flats;women
Tod's;https://www.matchesfashion.com/products/Tod%27s-Leather-penny-loafers-1511389;510;;assetsprx.matchesfashion.com/img/1511389/1/285.jpg;Flats;women
Loeffler Randall;https://www.matchesfashion.com/products/Loeffler-Randall-Leonie-crystal-embellished-mesh-ballet-flats-1555818;240;;assetsprx.matchesfashion.com/img/1555818/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Logo-cutout-leather-loafers-1532738;700;;assetsprx.matchesfashion.com/img/1532738/1/285.jpg;Flats;women
Marsèll;https://www.matchesfashion.com/products/Mars%C3%A8ll-Coltellaccio-leather-ballet-flats-1538614;498;;assetsprx.matchesfashion.com/img/1538614/1/285.jpg;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Pride-logo-print-rubber-slides-1497560;350;;assetsprx.matchesfashion.com/img/1497560/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-YSL-plaque-15-leather-penny-loafers-1504641;675;;assetsprx.matchesfashion.com/img/1504641/1/285.jpg;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Boston-buckled-suede-clogs-1539247;125;;assetsprx.matchesfashion.com/img/1539247/1/285.jpg;Flats;women
Studio Nicholson;https://www.matchesfashion.com/products/Studio-Nicholson-Buckle-strap-split-suede-sandals-1539385;295;;assetsprx.matchesfashion.com/img/1539385/1/285.jpg;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Mesh-slingback-sandals-1515985;690;;assetsprx.matchesfashion.com/img/1515985/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Nima-braided-leather-sandals-1536889;170;;assetsprx.matchesfashion.com/img/1536889/1/285.jpg;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Padded-quilted-leather-sandals-1497319;710;;assetsprx.matchesfashion.com/img/1497319/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Silia-leather-slingback-flatform-sandals-1512802;185;;assetsprx.matchesfashion.com/img/1512802/1/285.jpg;Flats;women
Valentino Garavani;https://www.matchesfashion.com/products/Valentino-Garavani-Roman-Stud-leather-loafers-1491899;630;;assetsprx.matchesfashion.com/img/1491899/1/285.jpg;Flats;women
Gianvito Rossi;https://www.matchesfashion.com/products/Gianvito-Rossi-Ribbon-patent-leather-Mary-Jane-flats-1537488;630;;assetsprx.matchesfashion.com/img/1537488/1/285.jpg;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Kris-crossover-leather-sandals-1515993;780;;assetsprx.matchesfashion.com/img/1515993/1/285.jpg;Flats;women
Hereu;https://www.matchesfashion.com/products/HEREU-Juliol-leather-loafers-1548534;370;;assetsprx.matchesfashion.com/img/1548534/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Horsebit-leather-backless-loafers-1548997;525;;;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Tourist-velcro-sandals-1554761;750;;;Flats;women
Vibi Venezia;https://www.matchesfashion.com/products/Vibi-Venezia-Cotton-twill-Furlane-slippers-1532363;85;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Horsebit-leather-backless-loafers-1549009;525;;;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Intrecciato-leather-slippers-1470860;1,710;;assetsprx.matchesfashion.com/img/1470860/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Tribute-leather-sandals-1498168;595;;assetsprx.matchesfashion.com/img/1498168/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Jordaan-Horsebit-GG-canvas-loafers-1496676;620;;assetsprx.matchesfashion.com/img/1496676/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-logo-floral-sole-leather-sandals-1548982;575;;assetsprx.matchesfashion.com/img/1548982/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Celia-ankle-tie-leather-sandals-1536890;170;;assetsprx.matchesfashion.com/img/1536890/1/285.jpg;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Adam-grained-leather-loafers-1515989;940;;assetsprx.matchesfashion.com/img/1515989/1/285.jpg;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Flower-embellished-leather-flats-1553565;755;;assetsprx.matchesfashion.com/img/1553565/1/285.jpg;Flats;women
Hereu;https://www.matchesfashion.com/products/HEREU-Soller-buckled-woven-leather-loafers-1493464;335;;assetsprx.matchesfashion.com/img/1493464/1/285.jpg;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Leather-flip-flops-1526623;860;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-X-Lucy-Williams-woven-leather-sandals-1536893;230;;;Flats;women
Alexander McQueen;https://www.matchesfashion.com/products/Alexander-McQueen-Punk-5-metal-toecap-leather-mules-1520681;690;;;Flats;women
Alexander McQueen;https://www.matchesfashion.com/products/Alexander-McQueen-Hybrid-rubber-sandals%09-1411706;265;;;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-X-Crocs-rubber-slides-1497557;460;;;Flats;women
Marsèll;https://www.matchesfashion.com/products/Mars%C3%A8ll-Mentone-leather-Derby-shoes-1538616;588;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Cassandra-YSL-leather-flat-sandals-1481220;720;;;Flats;women
Malone Souliers;https://www.matchesfashion.com/products/Malone-Souliers-Penn-10-leather-flat-sandals-1536245;475;;;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Arizona-shearling-suede-sandals-1535612;108;;;Flats;women
Alexander McQueen;https://www.matchesfashion.com/products/Alexander-McQueen-Hybrid-double-strap-rubber-sandals-1554653;265;;;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Adam-leather-loafers-1515990;940;;;Flats;women
LOEWE;https://www.matchesfashion.com/products/LOEWE-Comfort-Anagram-buckle-35-leather-sandals-1524891;695;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Blondie-leather-sandals-1532733;550;;;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Milano-crocodile-effect-leather-sandals-1515916;170;;;Flats;women
Skin;https://www.matchesfashion.com/products/Skin-Violetta-quilted-cotton-terry-slippers-1530931;90;;;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Fisherman-caged-leather-sandals-1515981;920;;;Flats;women
Tod's;https://www.matchesfashion.com/products/Tod%27s-Gommini-leather-loafers-1474596;510;;;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Lido-05-raffia-sandals-1526347;1,010;;;Flats;women
Emme Parsons;https://www.matchesfashion.com/products/Emme-Parsons-Susan-Tread-Nappa-leather-sandals-1533074;365;;;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Triangle-logo-plaque-leather-ballet-flats-1519072;680;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Anais-10-YSL-logo-leather-slingback-flats-1509726;740;;;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Ginza-leather-and-suede-sandals-1478798;960;;;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Triangle-logo-plaque-faux-raffia-sandals-1527150;850;;;Flats;women
Marni;https://www.matchesfashion.com/products/Marni-X-No-Vacancy-Inn-striped-faux-raffia-sandals-1530211;676;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Saionara-leather-flip-flops-1456517;125;;;Flats;women
Givenchy;https://www.matchesfashion.com/products/Givenchy-4G-leather-slingback-sandals-1537519;775;;;Flats;women
The Row;https://www.matchesfashion.com/products/The-Row-Avery-leather-sandals-1515987;720;;;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-X-Crocs-metallic-rubber-clogs-1541953;550;;;Flats;women
Christian Louboutin;https://www.matchesfashion.com/products/Christian-Louboutin-Coolito-shearling-backless-loafers-1433020;595;;;Flats;women
Hereu;https://www.matchesfashion.com/products/HEREU-Pesca-cutout-leather-sandals-1554830;360;;;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Shearling-lined-quilted-leather-sandals-1550560;970;;;Flats;women
Toteme;https://www.matchesfashion.com/products/Toteme-Canvas-penny-loafers-1532382;450;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-Marmont-bead-and-leather-sandals-1548981;785;;;Flats;women
Fortela;https://www.matchesfashion.com/products/Fortela-Veruska-leather-flat-sandals-1526369;430;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Cassandra-YSL-leather-flat-sandals-1490133;695;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-Supreme-espadrille-slides-1396449;430;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Anais-YSL-logo-leather-slingback-flats-1481208;740;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Apli-Polytimi-leather-sandals-1523188;200;;;Flats;women
Vibi Venezia;https://www.matchesfashion.com/products/Vibi-Venezia-Cotton-canvas-Mary-Jane-flats-1532361;85;;;Flats;women
Le Monde Béryl;https://www.matchesfashion.com/products/Le-Monde-B%C3%A9ryl-Velvet-Mary-Jane-ballet-flats-1449051;395;;;Flats;women
LOEWE;https://www.matchesfashion.com/products/LOEWE-Ease-shearling-sandals--1537055;895;;assetsprx.matchesfashion.com/img/1537055/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Miami-GG-embossed-rubber-platform-slides-1523925;395;;assetsprx.matchesfashion.com/img/1523925/1/285.jpg;Flats;women
Loeffler Randall;https://www.matchesfashion.com/products/Loeffler-Randall-Daphne-bow-front-pleated-lam%C3%A9-sandals-1524341;215;;assetsprx.matchesfashion.com/img/1524341/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Leather-loafers-1504602;645;;assetsprx.matchesfashion.com/img/1504602/1/285.jpg;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Flash-Bomber-rubber-slides-1470871;700;;assetsprx.matchesfashion.com/img/1470871/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Tribute-crystal-embellished-leather-sandals-1490142;1,065;;assetsprx.matchesfashion.com/img/1490142/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-logo-matelass%C3%A9-leather-slides-1473728;530;;assetsprx.matchesfashion.com/img/1473728/1/285.jpg;Flats;women
Balenciaga;https://www.matchesfashion.com/products/Balenciaga-Furry-faux-shearling-slides-1571748;550;;assetsprx.matchesfashion.com/img/1571748/1/285.jpg;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Milano-croc-effect-leather-sandals-1515917;170;;assetsprx.matchesfashion.com/img/1515917/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Brixton-collapsible-heel-leather-loafers-1246574;675;;assetsprx.matchesfashion.com/img/1246574/1/285.jpg;Flats;women
Polo Ralph Lauren;https://www.matchesfashion.com/products/Polo-Ralph-Lauren-Penny-strap-leather-loafers-1535411;450;;assetsprx.matchesfashion.com/img/1535411/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-perforated-rubber-clogs-1496684;400;;assetsprx.matchesfashion.com/img/1496684/1/285.jpg;Flats;women
Gianvito Rossi;https://www.matchesfashion.com/products/Gianvito-Rossi-Ribbon-velvet-Mary-Jane-flats-1551644;650;;assetsprx.matchesfashion.com/img/1551644/1/285.jpg;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Le-Maillon-chain-embellished-leather-clogs-1470939;740;;assetsprx.matchesfashion.com/img/1470939/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Nadeline-GG-buckle-leather-sandals-1523921;475;;assetsprx.matchesfashion.com/img/1523921/1/285.jpg;Flats;women
Aeyde;https://www.matchesfashion.com/products/Aeyde-Mara-leather-brogues--1547232;345;;assetsprx.matchesfashion.com/img/1547232/1/285.jpg;Flats;women
Jimmy Choo;https://www.matchesfashion.com/products/Jimmy-Choo-Fayence-faux-pearl-embellished-leather-sandals-1534137;575;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Jolie-GG-Supreme-canvas-and-rubber-slides-1473721;490;;;Flats;women
Bottega Veneta;https://www.matchesfashion.com/products/Bottega-Veneta-Sparkle-Stretch-leather-flats-1533083;1,210;;;Flats;women
Saint Laurent;https://www.matchesfashion.com/products/Saint-Laurent-Cassandra-YSL-plaque-leather-sandals-1434126;720;;;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Crystal-embellished-GG-sandals-1496388;735;;;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Boston-leather-clogs-1489570;180;;;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Boston-buckled-wool-felt-clogs-1539246;90;;;Flats;women
Tod's;https://www.matchesfashion.com/products/Tod%27s-Logo-chain-leather-and-suede-loafers%09-1536254;630;;;Flats;women
Gianvito Rossi;https://www.matchesfashion.com/products/Gianvito-Rossi-Pointed-eyelet-Mary-Jane-ballet-flats-1551640;840;;;Flats;women
Missoni;https://www.matchesfashion.com/products/Missoni-Curt-zigzag-cotton-slippers-1545190;275;;;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Triangle-logo-plaque-terry-espadrille-sandals-1465774;610;;;Flats;women
Gabriela Hearst;https://www.matchesfashion.com/products/Gabriela-Hearst-Gia-slingback-leather-sandals-1527608;600;;;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Triangle-jacquard-leather-sandals-1519075;690;;assetsprx.matchesfashion.com/img/1519075/1/285.jpg;Flats;women
Jimmy Choo;https://www.matchesfashion.com/products/Jimmy-Choo-Fayence-leather-slides-1534162;540;;assetsprx.matchesfashion.com/img/1534162/1/285.jpg;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Latria-buckled-leather-sandals-1512787;161;;assetsprx.matchesfashion.com/img/1512787/1/285.jpg;Flats;women
Hereu;https://www.matchesfashion.com/products/HEREU-Pesca-cutout-leather-sandals-1426152;355;;assetsprx.matchesfashion.com/img/1426152/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-Miami-GG-embossed-rubber-platform-slides-1523769;395;;assetsprx.matchesfashion.com/img/1523769/1/285.jpg;Flats;women
Birkenstock;https://www.matchesfashion.com/products/Birkenstock-Arizona-leather-sandals-1515915;115;;assetsprx.matchesfashion.com/img/1515915/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-GG-perforated-rubber-clogs-1496678;400;;assetsprx.matchesfashion.com/img/1496678/1/285.jpg;Flats;women
Gucci;https://www.matchesfashion.com/products/Gucci-1953-Horsebit-leather-loafers-1523913;675;;assetsprx.matchesfashion.com/img/1523913/1/285.jpg;Flats;women
Prada;https://www.matchesfashion.com/products/Prada-Triangle-logo-plaque-shearling-and-leather-clogs-1452945;880;;;Flats;women
Ancient Greek Sandals;https://www.matchesfashion.com/products/Ancient-Greek-Sandals-Saionara-leather-flip-flops-1536879;125;;;Flats;women
